@RELATION svmSentimentAnalysis
@ATTRIBUTE features1 NUMERIC
@ATTRIBUTE features2 NUMERIC
@ATTRIBUTE features3 NUMERIC
@ATTRIBUTE features4 NUMERIC
@ATTRIBUTE features5 NUMERIC
@ATTRIBUTE features6 NUMERIC
@ATTRIBUTE features7 NUMERIC
@ATTRIBUTE features8 NUMERIC
@ATTRIBUTE features9 NUMERIC
@ATTRIBUTE features10 NUMERIC
@ATTRIBUTE features11 NUMERIC
@ATTRIBUTE features12 NUMERIC
@ATTRIBUTE features13 NUMERIC
@ATTRIBUTE features14 NUMERIC
@ATTRIBUTE features15 NUMERIC
@ATTRIBUTE features16 NUMERIC
@ATTRIBUTE features17 NUMERIC
@ATTRIBUTE features18 NUMERIC
@ATTRIBUTE features19 NUMERIC
@ATTRIBUTE features20 NUMERIC
@ATTRIBUTE features21 NUMERIC
@ATTRIBUTE features22 NUMERIC
@ATTRIBUTE features23 NUMERIC
@ATTRIBUTE features24 NUMERIC
@ATTRIBUTE features25 NUMERIC
@ATTRIBUTE features26 NUMERIC
@ATTRIBUTE features27 NUMERIC
@ATTRIBUTE features28 NUMERIC
@ATTRIBUTE features29 NUMERIC
@ATTRIBUTE features30 NUMERIC
@ATTRIBUTE features31 NUMERIC
@ATTRIBUTE features32 NUMERIC
@ATTRIBUTE features33 NUMERIC
@ATTRIBUTE features34 NUMERIC
@ATTRIBUTE features35 NUMERIC
@ATTRIBUTE features36 NUMERIC
@ATTRIBUTE features37 NUMERIC
@ATTRIBUTE features38 NUMERIC
@ATTRIBUTE features39 NUMERIC
@ATTRIBUTE features40 NUMERIC
@ATTRIBUTE features41 NUMERIC
@ATTRIBUTE features42 NUMERIC
@ATTRIBUTE features43 NUMERIC
@ATTRIBUTE features44 NUMERIC
@ATTRIBUTE features45 NUMERIC
@ATTRIBUTE features46 NUMERIC
@ATTRIBUTE features47 NUMERIC
@ATTRIBUTE features48 NUMERIC
@ATTRIBUTE features49 NUMERIC
@ATTRIBUTE features50 NUMERIC
@ATTRIBUTE features51 NUMERIC
@ATTRIBUTE features52 NUMERIC
@ATTRIBUTE features53 NUMERIC
@ATTRIBUTE features54 NUMERIC
@ATTRIBUTE features55 NUMERIC
@ATTRIBUTE features56 NUMERIC
@ATTRIBUTE features57 NUMERIC
@ATTRIBUTE features58 NUMERIC
@ATTRIBUTE features59 NUMERIC
@ATTRIBUTE features60 NUMERIC
@ATTRIBUTE features61 NUMERIC
@ATTRIBUTE features62 NUMERIC
@ATTRIBUTE features63 NUMERIC
@ATTRIBUTE features64 NUMERIC
@ATTRIBUTE features65 NUMERIC
@ATTRIBUTE features66 NUMERIC
@ATTRIBUTE features67 NUMERIC
@ATTRIBUTE features68 NUMERIC
@ATTRIBUTE features69 NUMERIC
@ATTRIBUTE features70 NUMERIC
@ATTRIBUTE features71 NUMERIC
@ATTRIBUTE features72 NUMERIC
@ATTRIBUTE features73 NUMERIC
@ATTRIBUTE features74 NUMERIC
@ATTRIBUTE features75 NUMERIC
@ATTRIBUTE features76 NUMERIC
@ATTRIBUTE features77 NUMERIC
@ATTRIBUTE features78 NUMERIC
@ATTRIBUTE features79 NUMERIC
@ATTRIBUTE features80 NUMERIC
@ATTRIBUTE features81 NUMERIC
@ATTRIBUTE features82 NUMERIC
@ATTRIBUTE features83 NUMERIC
@ATTRIBUTE features84 NUMERIC
@ATTRIBUTE features85 NUMERIC
@ATTRIBUTE features86 NUMERIC
@ATTRIBUTE features87 NUMERIC
@ATTRIBUTE features88 NUMERIC
@ATTRIBUTE features89 NUMERIC
@ATTRIBUTE features90 NUMERIC
@ATTRIBUTE features91 NUMERIC
@ATTRIBUTE features92 NUMERIC
@ATTRIBUTE features93 NUMERIC
@ATTRIBUTE features94 NUMERIC
@ATTRIBUTE features95 NUMERIC
@ATTRIBUTE features96 NUMERIC
@ATTRIBUTE features97 NUMERIC
@ATTRIBUTE features98 NUMERIC
@ATTRIBUTE features99 NUMERIC
@ATTRIBUTE features100 NUMERIC
@ATTRIBUTE features101 NUMERIC
@ATTRIBUTE features102 NUMERIC
@ATTRIBUTE features103 NUMERIC
@ATTRIBUTE features104 NUMERIC
@ATTRIBUTE features105 NUMERIC
@ATTRIBUTE features106 NUMERIC
@ATTRIBUTE features107 NUMERIC
@ATTRIBUTE features108 NUMERIC
@ATTRIBUTE features109 NUMERIC
@ATTRIBUTE features110 NUMERIC
@ATTRIBUTE features111 NUMERIC
@ATTRIBUTE features112 NUMERIC
@ATTRIBUTE features113 NUMERIC
@ATTRIBUTE features114 NUMERIC
@ATTRIBUTE features115 NUMERIC
@ATTRIBUTE features116 NUMERIC
@ATTRIBUTE features117 NUMERIC
@ATTRIBUTE features118 NUMERIC
@ATTRIBUTE features119 NUMERIC
@ATTRIBUTE features120 NUMERIC
@ATTRIBUTE features121 NUMERIC
@ATTRIBUTE features122 NUMERIC
@ATTRIBUTE features123 NUMERIC
@ATTRIBUTE features124 NUMERIC
@ATTRIBUTE features125 NUMERIC
@ATTRIBUTE features126 NUMERIC
@ATTRIBUTE features127 NUMERIC
@ATTRIBUTE features128 NUMERIC
@ATTRIBUTE features129 NUMERIC
@ATTRIBUTE features130 NUMERIC
@ATTRIBUTE features131 NUMERIC
@ATTRIBUTE features132 NUMERIC
@ATTRIBUTE features133 NUMERIC
@ATTRIBUTE features134 NUMERIC
@ATTRIBUTE features135 NUMERIC
@ATTRIBUTE features136 NUMERIC
@ATTRIBUTE class {NEGATIVE,POSITIVE}

@DATA
0.192967,0.013280,2.952962,0.261828,0.200787,1.271194,0.013702,0.288721,-29.228877,1.128104,-0.241747,-0.491443,-0.322230,0.340946,-0.057600,-0.216822,-0.176945,-0.213918,-0.315404,-0.158476,0.064053,0.011426,0.003883,0.025144,0.024869,0.015973,0.016084,0.016665,0.005485,0.008109,0.010399,0.008197,0.004715,0.019712,-0.000173,0.000000,0.022511,-0.001010,-0.001485,-0.003211,0.000003,-0.000500,0.056246,-0.042471,-0.005787,0.001690,-0.009790,0.023072,0.001309,-0.007371,-0.002307,0.003325,0.002294,-0.005720,0.003855,-0.000045,-0.000036,-0.000089,-0.000243,-0.000247,-0.000004,-0.000052,0.000018,0.000019,-0.000050,-0.000003,-0.000064,-0.000041,0.119846,0.018715,0.400834,0.096184,0.035158,0.648274,0.009928,0.182533,3.600982,1.226230,0.828780,0.511202,0.459695,0.457516,0.392481,0.377960,0.305300,0.272989,0.324569,0.290612,0.299465,0.015955,0.004656,0.031129,0.034921,0.022827,0.029101,0.024245,0.008302,0.011308,0.013856,0.009914,0.006105,0.013797,0.097420,0.017215,0.520268,0.076124,0.032339,0.621334,0.011668,0.159427,2.605933,1.113011,0.723135,0.540592,0.484730,0.463878,0.398959,0.369386,0.356024,0.320576,0.343220,0.305539,0.321217,0.019899,0.006200,0.037676,0.042208,0.027986,0.036182,0.031004,0.010649,0.015423,0.016375,0.012073,0.007886,0.013987,NEGATIVE
0.129513,0.027611,2.935834,0.203312,0.183570,0.988037,0.014479,0.205690,-26.952148,1.314666,-0.870218,-0.336214,-0.251217,0.302538,-0.106811,-0.199325,-0.182071,-0.291958,-0.514915,-0.224189,-0.043434,0.009572,0.006951,0.030094,0.030459,0.019113,0.015108,0.013872,0.004710,0.009808,0.011255,0.009328,0.004290,0.022741,0.002795,0.000002,0.006064,0.002213,0.000050,0.015781,0.000126,0.005857,0.037207,-0.028227,0.014097,-0.032418,0.009161,0.024376,-0.008044,0.005076,0.009821,0.000067,0.006176,-0.010618,-0.011473,-0.000010,-0.000069,-0.000653,-0.000848,0.000063,0.000016,-0.000345,-0.000124,0.000178,-0.000036,-0.000044,0.000103,-0.000291,0.075145,0.037584,0.415543,0.067906,0.045512,0.527373,0.009839,0.166653,4.058299,0.882627,0.918680,0.557642,0.540543,0.533579,0.380912,0.355236,0.335402,0.251416,0.327193,0.333859,0.289566,0.011898,0.008814,0.032541,0.032193,0.034626,0.029346,0.018999,0.005847,0.011864,0.015802,0.014809,0.007573,0.015044,0.075685,0.043945,0.595903,0.074313,0.052545,0.605712,0.014243,0.205970,3.067807,0.917020,0.774300,0.527811,0.565858,0.469076,0.375289,0.309440,0.283342,0.288648,0.383847,0.290277,0.341822,0.015976,0.009841,0.036677,0.030583,0.041514,0.030814,0.022879,0.007357,0.014279,0.017697,0.020847,0.008959,0.014048,NEGATIVE
0.197248,0.008146,2.954933,0.270520,0.209959,1.514420,0.009385,0.295502,-31.566842,1.162620,-0.162912,-0.288218,-0.276036,0.232484,-0.083054,-0.175644,-0.045548,-0.123865,-0.256730,-0.287897,-0.163166,0.017607,0.008315,0.025129,0.014395,0.010609,0.010996,0.010650,0.006444,0.010734,0.008958,0.014795,0.008276,0.015924,-0.000581,-0.000000,0.004593,-0.000024,0.001159,-0.006149,0.000033,-0.003532,-0.052464,0.020205,-0.004583,0.003332,-0.004552,-0.007288,0.001732,-0.009610,0.001463,-0.000325,-0.001735,0.002914,0.000341,-0.000046,-0.000033,0.000074,0.000174,0.000037,0.000035,0.000618,-0.000042,0.000049,-0.000075,0.000686,-0.000036,0.000175,0.101083,0.012433,0.386360,0.085505,0.032293,0.488708,0.005476,0.168757,2.937530,0.796776,0.836729,0.541575,0.422106,0.433705,0.369218,0.362745,0.286659,0.224706,0.259380,0.246349,0.247109,0.016783,0.009080,0.028750,0.013427,0.012210,0.016796,0.011187,0.009671,0.018111,0.010173,0.017733,0.010511,0.010177,0.108049,0.011472,0.523392,0.090425,0.034729,0.565896,0.007654,0.203193,2.500940,0.859165,0.668730,0.503115,0.442872,0.464691,0.373697,0.322849,0.340613,0.294184,0.319974,0.280860,0.266380,0.018776,0.012189,0.034975,0.018216,0.015964,0.020712,0.012606,0.012848,0.020121,0.013479,0.020932,0.011641,0.011754,NEGATIVE
0.210839,0.011426,2.969616,0.282004,0.204879,1.312952,0.014252,0.325188,-29.304549,1.040204,0.044368,-0.409719,-0.340625,0.467461,-0.141151,-0.168179,-0.076318,-0.224329,-0.322095,-0.295349,-0.057915,0.016006,0.004836,0.025843,0.021346,0.014649,0.012699,0.009297,0.004580,0.005913,0.010502,0.014256,0.007722,0.020613,-0.001754,0.000073,-0.001685,-0.001115,0.000177,-0.016626,0.000476,-0.004427,0.124344,0.020320,0.017813,0.000790,-0.004354,-0.017998,0.001565,-0.009567,-0.005577,-0.000667,-0.010816,0.009039,0.005861,-0.000031,-0.000080,-0.000011,-0.000080,-0.000005,0.002932,0.000157,-0.000087,0.000006,-0.000048,-0.000010,-0.000014,0.000728,0.141820,0.020963,0.368067,0.122410,0.043554,0.664574,0.011018,0.227704,3.764044,1.100271,1.002436,0.530045,0.435924,0.439697,0.310549,0.327448,0.337806,0.275370,0.344231,0.302079,0.373958,0.021858,0.006031,0.037554,0.032677,0.025485,0.022308,0.015689,0.009730,0.010797,0.019637,0.018447,0.013564,0.014905,0.134443,0.021637,0.522308,0.113671,0.044200,0.705238,0.012488,0.238437,2.582698,1.140837,0.812563,0.570077,0.505704,0.455323,0.373369,0.327123,0.362951,0.327864,0.341625,0.302393,0.348938,0.029683,0.008103,0.043324,0.038220,0.028003,0.026160,0.019607,0.012590,0.013964,0.024481,0.022717,0.015509,0.016689,NEGATIVE
0.192449,0.009944,2.888022,0.274025,0.216297,1.383506,0.011565,0.285083,-32.146052,1.220286,-0.364806,-0.629255,-0.214487,0.396080,-0.160715,-0.065242,-0.013685,-0.140732,-0.382285,-0.226011,-0.121716,0.022871,0.004276,0.024849,0.016881,0.010131,0.008181,0.014527,0.012795,0.004854,0.013248,0.017256,0.015256,0.020242,0.000890,0.000000,-0.010452,-0.005500,-0.004939,-0.006986,0.000573,-0.005028,0.549829,-0.017841,-0.117131,-0.143207,0.000450,0.079453,-0.075007,0.079673,0.029747,-0.046564,-0.045574,-0.015537,0.017441,-0.001255,0.000110,0.000715,-0.000829,-0.001122,-0.000581,-0.000939,0.000805,-0.000166,0.000949,-0.003801,0.006028,0.000679,0.101481,0.014051,0.353274,0.082597,0.026469,0.670595,0.006770,0.168684,4.062905,0.937612,0.622587,0.507494,0.283649,0.339281,0.332191,0.378890,0.301037,0.242731,0.365473,0.244175,0.317942,0.030128,0.004343,0.028757,0.020280,0.013193,0.016198,0.013472,0.015071,0.006606,0.017018,0.022025,0.015808,0.010239,0.084866,0.013382,0.556007,0.067645,0.025365,0.783409,0.009348,0.176101,2.141274,0.886977,0.683598,0.712137,0.292167,0.484125,0.400725,0.368581,0.390100,0.217112,0.391312,0.313456,0.294753,0.035505,0.005229,0.033970,0.026731,0.020048,0.022748,0.018964,0.024142,0.010211,0.018716,0.028505,0.014662,0.012644,NEGATIVE
0.135895,0.011813,3.126110,0.196295,0.156204,1.425078,0.007230,0.272925,-27.853936,1.092499,-0.576369,-0.344775,-0.613945,-0.267298,-0.161974,-0.318488,-0.027176,-0.142235,-0.092951,-0.037864,-0.126126,0.010779,0.009866,0.015691,0.023404,0.008375,0.010851,0.014238,0.004578,0.011530,0.016957,0.010749,0.005514,0.013138,0.002666,-0.000018,0.006539,0.001641,0.000236,0.027687,-0.000007,0.007475,-0.044141,-0.015771,0.017297,0.004597,0.003225,-0.003997,0.020993,-0.004499,0.005051,0.009388,0.009883,0.003343,0.001709,-0.000026,-0.000158,-0.000377,-0.001370,0.000571,0.000076,0.000275,-0.001124,-0.000425,0.000398,0.000007,-0.000027,-0.000247,0.044918,0.014239,0.201618,0.031455,0.015884,0.448919,0.005426,0.094927,2.158039,0.672040,0.498134,0.274018,0.344789,0.273983,0.272425,0.221780,0.258201,0.216728,0.203075,0.207845,0.204682,0.011269,0.010967,0.015025,0.018997,0.005830,0.008331,0.015868,0.004713,0.010885,0.017193,0.008505,0.005003,0.007339,0.039725,0.012817,0.258426,0.025015,0.021301,0.315580,0.006521,0.069862,1.209217,0.554441,0.420139,0.307363,0.345739,0.326638,0.278995,0.232263,0.259227,0.255797,0.238305,0.191318,0.230223,0.012157,0.013489,0.014964,0.020803,0.008259,0.010362,0.017029,0.006352,0.012005,0.019403,0.011522,0.007172,0.007537,NEGATIVE
0.129943,0.029132,3.126822,0.186903,0.156544,1.243185,0.013187,0.243505,-25.785638,1.250465,-0.911689,-0.487535,-0.491888,-0.443592,-0.099604,-0.211339,-0.130478,-0.067745,-0.100558,0.090245,-0.039354,0.008026,0.012894,0.009375,0.020032,0.007693,0.012023,0.016886,0.007284,0.015263,0.011774,0.008358,0.005778,0.014637,0.001023,-0.000018,0.003187,0.000307,-0.000319,0.011115,-0.000005,0.002409,0.004781,-0.011864,0.000628,0.006234,0.001391,-0.005987,0.001371,-0.004766,-0.001967,0.003351,0.002791,-0.006126,0.001110,0.000024,-0.000042,-0.000024,-0.000773,-0.000244,0.000086,-0.000119,-0.000003,-0.000484,-0.000008,0.000130,0.000003,-0.000326,0.056053,0.031704,0.254773,0.039174,0.024576,0.575825,0.013418,0.117272,2.613905,0.890576,0.838677,0.557568,0.364805,0.346946,0.287814,0.389983,0.256231,0.241574,0.223031,0.256014,0.235447,0.007707,0.023330,0.009946,0.018983,0.006930,0.018531,0.023038,0.012387,0.021722,0.011885,0.008728,0.010826,0.011255,0.046899,0.027321,0.347204,0.034250,0.030152,0.387574,0.013619,0.088931,1.839404,0.696261,0.612665,0.509516,0.409664,0.362024,0.312736,0.366157,0.281301,0.288203,0.287929,0.262812,0.235049,0.010174,0.028236,0.014057,0.020357,0.008247,0.022189,0.029411,0.014925,0.031814,0.013034,0.011175,0.015581,0.011997,NEGATIVE
0.122354,0.024679,3.041676,0.173785,0.148572,1.167766,0.009199,0.192514,-25.089019,1.405754,-1.155328,-0.147349,-0.540079,-0.403803,-0.223254,-0.352190,-0.269251,-0.046478,-0.074281,-0.013020,-0.128510,0.015113,0.020980,0.008229,0.008922,0.014502,0.030408,0.023831,0.004544,0.005340,0.011691,0.008105,0.004791,0.016351,-0.000695,-0.003430,-0.020967,0.001390,0.002416,-0.007183,-0.000141,0.002500,-0.605901,0.072150,0.166516,-0.024367,0.005669,-0.035130,-0.040266,-0.032988,0.037013,-0.018405,-0.005717,-0.008360,0.038320,-0.000373,-0.000797,-0.000035,0.000119,-0.000024,0.004676,0.002788,-0.000237,0.001114,0.000444,0.001289,-0.000786,0.000578,0.032183,0.014123,0.350315,0.028593,0.027625,0.273215,0.004258,0.057249,1.681284,0.534653,0.734274,0.272450,0.436799,0.215752,0.225797,0.254765,0.285804,0.185391,0.176409,0.211301,0.200570,0.014458,0.027831,0.008273,0.008395,0.014136,0.025653,0.012188,0.007046,0.004100,0.009755,0.006712,0.003704,0.009638,0.034692,0.015917,0.462710,0.031067,0.039295,0.254565,0.005517,0.052580,0.853586,0.555617,0.492757,0.294019,0.348548,0.269437,0.279881,0.292181,0.263537,0.232215,0.234343,0.243768,0.211429,0.020793,0.025146,0.011272,0.009559,0.018464,0.027483,0.012594,0.008543,0.004277,0.013662,0.008078,0.004013,0.010065,NEGATIVE
0.102315,0.034269,3.006711,0.163590,0.149373,0.959929,0.014464,0.171687,-24.048617,1.527129,-1.511125,-0.128558,-0.926185,-0.205359,-0.005904,-0.360247,-0.275165,-0.130706,-0.223598,-0.004614,-0.148483,0.014368,0.010546,0.013597,0.014877,0.012619,0.006673,0.010015,0.017581,0.006888,0.013597,0.005951,0.006507,0.014942,0.000485,-0.000612,-0.002810,0.000947,0.002636,-0.024460,-0.000190,-0.004219,0.181995,-0.046874,-0.012108,-0.074762,-0.034383,0.046837,0.036593,-0.047538,0.004014,0.027175,0.003217,0.009526,-0.016900,-0.000332,-0.000002,0.000669,-0.001011,-0.000052,0.000137,0.000222,0.004668,0.000192,0.000135,0.000261,-0.000247,0.000597,0.033384,0.023697,0.486679,0.024297,0.029204,0.262055,0.005500,0.047834,1.466454,0.665306,0.836945,0.566438,0.593855,0.505113,0.248346,0.373763,0.297102,0.300317,0.252428,0.203518,0.214886,0.022013,0.013970,0.015451,0.017971,0.015320,0.007198,0.009848,0.023818,0.004517,0.019595,0.005415,0.008505,0.009959,0.047185,0.023955,0.702169,0.029314,0.041918,0.341178,0.007982,0.059654,1.572005,0.644191,0.730752,0.602526,0.626472,0.465537,0.275114,0.416997,0.343716,0.304182,0.235714,0.256676,0.233117,0.030311,0.019891,0.016571,0.020494,0.021890,0.007955,0.014286,0.029266,0.005512,0.025692,0.006480,0.010316,0.013641,NEGATIVE
0.151236,0.022973,3.104700,0.196394,0.156361,1.378979,0.010314,0.256062,-26.009225,1.055029,-0.614558,-0.294223,-0.620554,-0.344370,-0.108498,-0.294585,0.026578,-0.127162,-0.114802,0.099864,-0.100211,0.011595,0.007547,0.007480,0.014911,0.014872,0.016808,0.008114,0.004407,0.008309,0.025016,0.017165,0.005515,0.015849,-0.003489,-0.000010,-0.002163,-0.002088,0.000233,-0.008948,0.000029,-0.001406,-0.047887,0.045295,-0.004937,0.009558,0.008126,-0.003720,0.001879,0.008367,-0.004745,0.009727,0.005306,-0.001351,0.005334,0.000112,-0.000045,0.000207,-0.000162,0.000645,0.000170,0.000773,0.000655,0.000395,-0.000532,0.000345,0.000149,-0.000150,0.055527,0.019124,0.274742,0.036232,0.020861,0.459060,0.006569,0.086860,1.993647,0.675790,0.620753,0.384632,0.363097,0.326550,0.241413,0.246396,0.215407,0.243568,0.227460,0.229247,0.221949,0.010794,0.013120,0.006775,0.015122,0.015989,0.021668,0.007437,0.005730,0.008236,0.024249,0.021799,0.005142,0.010681,0.053418,0.017914,0.377035,0.034935,0.025410,0.425663,0.008656,0.083833,1.361776,0.604817,0.490439,0.349596,0.329042,0.320977,0.264241,0.242689,0.227675,0.266718,0.250154,0.292419,0.264473,0.012723,0.018183,0.008850,0.015894,0.018861,0.022788,0.008637,0.006092,0.009448,0.029691,0.019972,0.007512,0.011235,NEGATIVE
0.130058,0.023809,3.093600,0.182335,0.154851,1.095102,0.011456,0.201937,-25.233650,1.402492,-0.687362,-0.291757,-0.629515,-0.289845,-0.264182,-0.357612,-0.099576,-0.275975,-0.129967,0.006760,-0.102522,0.009313,0.007888,0.019444,0.031662,0.012616,0.010255,0.012844,0.004445,0.019516,0.018694,0.009005,0.003904,0.020244,-0.001429,-0.000009,-0.000718,-0.000533,-0.000176,0.008068,-0.000018,0.000250,-0.023749,0.007894,0.005437,0.003725,0.005730,0.004064,-0.002591,0.004511,-0.011320,-0.007349,0.003931,-0.002212,0.000721,-0.000047,0.000147,0.000095,0.000444,0.000246,0.000046,0.000309,0.000342,-0.000215,-0.000395,0.000058,-0.000186,0.000039,0.041648,0.018462,0.279940,0.032026,0.025429,0.352714,0.006367,0.074358,1.604028,0.660666,0.831533,0.426760,0.391216,0.402981,0.286057,0.283391,0.315466,0.243990,0.217468,0.231367,0.219107,0.015348,0.013132,0.019239,0.036661,0.017811,0.012537,0.016728,0.006637,0.026506,0.020789,0.010425,0.005131,0.010792,0.044049,0.016081,0.381798,0.032304,0.029808,0.359379,0.007895,0.076753,1.370790,0.610645,0.604201,0.403101,0.358585,0.392199,0.281644,0.281526,0.318124,0.257900,0.248002,0.220999,0.246090,0.017214,0.015312,0.023659,0.034189,0.021048,0.014972,0.019600,0.006682,0.019842,0.026834,0.014634,0.006518,0.012475,NEGATIVE
0.132238,0.024223,3.119929,0.189306,0.157093,1.209517,0.009688,0.234604,-25.833084,1.345868,-0.491838,-0.456749,-0.639708,-0.319659,-0.222003,-0.246723,-0.122076,-0.188256,-0.097681,-0.030376,-0.115406,0.009269,0.014133,0.018831,0.036478,0.010308,0.009580,0.015123,0.003317,0.009001,0.020402,0.008769,0.003324,0.017180,-0.004172,-0.000000,-0.012715,-0.001926,-0.000099,-0.036441,0.000002,-0.009042,-0.018907,0.028292,-0.005448,0.000911,-0.001395,0.019167,0.018236,0.021463,-0.048245,0.002743,0.012814,0.019486,0.029009,0.000319,-0.000253,-0.000439,-0.000340,-0.000051,0.000533,0.002960,0.000249,-0.000301,0.000053,-0.000708,-0.000607,0.000304,0.052279,0.014894,0.206892,0.035882,0.021887,0.342804,0.005717,0.077833,1.369976,0.698631,0.653687,0.391898,0.444601,0.392208,0.307985,0.223920,0.283887,0.217304,0.252707,0.206656,0.194882,0.009154,0.021879,0.015938,0.028330,0.011419,0.009586,0.011681,0.003131,0.013451,0.019940,0.007285,0.003179,0.008317,0.052935,0.014007,0.272321,0.038534,0.029238,0.412203,0.007087,0.090094,1.189207,0.760890,0.499595,0.391497,0.362340,0.304745,0.291518,0.271603,0.271013,0.252536,0.306126,0.227777,0.258333,0.013102,0.026890,0.019935,0.031011,0.015702,0.012853,0.011044,0.004197,0.012207,0.024116,0.008297,0.004965,0.009846,NEGATIVE
0.159136,0.010100,3.136114,0.203654,0.158979,1.599453,0.007051,0.276000,-27.524228,0.935708,-0.635129,-0.328312,-0.664671,-0.190794,-0.219298,-0.370363,0.056614,-0.201515,-0.215627,0.056623,-0.150882,0.012244,0.007623,0.009181,0.019648,0.012417,0.006167,0.007274,0.004418,0.011470,0.020465,0.014193,0.004971,0.010222,-0.001377,-0.000005,0.000484,-0.002232,-0.001309,-0.020228,0.000042,-0.008313,-0.033912,0.036554,0.029765,0.021664,-0.032985,-0.010104,-0.024965,-0.007689,0.038953,0.006953,-0.023654,0.001558,0.002850,-0.001132,-0.000059,0.000329,0.000343,-0.000814,-0.000579,-0.000147,-0.000661,0.001343,0.002108,0.000133,0.000209,-0.000046,0.043558,0.011654,0.154078,0.030795,0.019262,0.380935,0.003691,0.088760,1.324961,0.535699,0.521441,0.207697,0.244305,0.401250,0.225904,0.235786,0.192819,0.159376,0.146783,0.169942,0.087877,0.005464,0.008325,0.005075,0.015362,0.009488,0.005683,0.003602,0.003794,0.011704,0.019637,0.014027,0.002748,0.005664,0.045662,0.009488,0.232234,0.037262,0.025772,0.420810,0.003952,0.113457,1.113609,0.626189,0.367719,0.262959,0.291309,0.379346,0.231573,0.263781,0.209719,0.207454,0.257885,0.201376,0.136234,0.007741,0.010206,0.007323,0.022368,0.010465,0.007801,0.004978,0.005712,0.014558,0.026879,0.019416,0.003643,0.007763,NEGATIVE
0.273150,0.010546,2.980433,0.308054,0.209697,1.833735,0.007477,0.458069,-26.938696,0.194812,-0.719337,-0.180790,-0.511509,-0.072081,0.002830,0.146113,0.173458,-0.165483,-0.088892,0.003462,0.022389,0.016471,0.009400,0.008880,0.020579,0.004640,0.004750,0.006043,0.002981,0.006564,0.004371,0.005668,0.007507,0.010268,0.013465,0.000443,-0.019963,0.012896,-0.003875,-0.019997,-0.000270,0.002785,-0.078610,-0.095884,0.140636,-0.057780,-0.010748,-0.022177,-0.021956,0.023959,0.005812,-0.033915,0.021094,0.000228,0.020356,0.000049,0.000504,-0.000038,-0.000131,-0.000298,-0.002165,-0.000181,-0.000495,-0.000195,-0.000289,-0.001074,-0.000923,-0.000513,0.138855,0.010010,0.332563,0.108374,0.046560,0.537522,0.005972,0.246255,2.887683,0.634054,0.854093,0.515258,0.446452,0.355945,0.155180,0.337951,0.216375,0.262312,0.174720,0.276151,0.263006,0.014074,0.010594,0.013321,0.030631,0.003089,0.008465,0.007446,0.003741,0.006032,0.002930,0.004650,0.006136,0.009452,0.092026,0.011505,0.436783,0.077787,0.046061,0.548498,0.007235,0.148244,1.922561,0.885033,0.476560,0.335316,0.520472,0.325046,0.261660,0.428996,0.286280,0.336517,0.207626,0.273160,0.292484,0.018057,0.014394,0.018933,0.038225,0.004183,0.017664,0.011373,0.005812,0.008024,0.003626,0.006449,0.008030,0.011246,NEGATIVE
0.312627,0.009224,3.024688,0.358734,0.248855,2.001363,0.006340,0.561861,-27.309496,0.671648,-0.252659,-0.298471,-0.474626,-0.156021,-0.095949,0.142524,0.072674,-0.161617,-0.143062,-0.153576,-0.093580,0.016928,0.012108,0.011526,0.010036,0.005497,0.004655,0.005183,0.003097,0.004100,0.010417,0.013208,0.007539,0.010793,0.009025,0.001203,0.027814,0.007468,-0.001100,0.116582,-0.000272,0.019819,0.220831,-0.187558,-0.054768,0.050674,-0.134742,-0.001434,-0.064686,0.023756,-0.004754,-0.028311,-0.043086,0.005482,0.064832,-0.000994,-0.000864,-0.002500,-0.000668,-0.000032,0.000171,-0.000096,-0.000038,-0.000099,-0.000024,-0.000193,-0.000086,-0.000620,0.137482,0.010388,0.242742,0.097897,0.038112,0.685098,0.004511,0.268645,2.233175,0.666156,0.647541,0.476927,0.314813,0.299078,0.214140,0.224029,0.173973,0.207086,0.188398,0.219376,0.252828,0.017295,0.011974,0.009988,0.012758,0.006163,0.004852,0.005230,0.003315,0.003559,0.014789,0.016264,0.008244,0.008429,0.110979,0.010327,0.321103,0.083059,0.031124,0.586103,0.004752,0.225170,1.521366,0.602662,0.480336,0.433648,0.326296,0.282342,0.224013,0.256386,0.220232,0.232139,0.211708,0.239085,0.263328,0.021271,0.015354,0.011540,0.014307,0.007933,0.006454,0.006542,0.003394,0.004211,0.015649,0.019858,0.009468,0.008643,NEGATIVE
