@RELATION svmSentimentAnalysis
@ATTRIBUTE features1 NUMERIC
@ATTRIBUTE features2 NUMERIC
@ATTRIBUTE features3 NUMERIC
@ATTRIBUTE features4 NUMERIC
@ATTRIBUTE features5 NUMERIC
@ATTRIBUTE features6 NUMERIC
@ATTRIBUTE features7 NUMERIC
@ATTRIBUTE features8 NUMERIC
@ATTRIBUTE features9 NUMERIC
@ATTRIBUTE features10 NUMERIC
@ATTRIBUTE features11 NUMERIC
@ATTRIBUTE features12 NUMERIC
@ATTRIBUTE features13 NUMERIC
@ATTRIBUTE features14 NUMERIC
@ATTRIBUTE features15 NUMERIC
@ATTRIBUTE features16 NUMERIC
@ATTRIBUTE features17 NUMERIC
@ATTRIBUTE features18 NUMERIC
@ATTRIBUTE features19 NUMERIC
@ATTRIBUTE features20 NUMERIC
@ATTRIBUTE features21 NUMERIC
@ATTRIBUTE features22 NUMERIC
@ATTRIBUTE features23 NUMERIC
@ATTRIBUTE features24 NUMERIC
@ATTRIBUTE features25 NUMERIC
@ATTRIBUTE features26 NUMERIC
@ATTRIBUTE features27 NUMERIC
@ATTRIBUTE features28 NUMERIC
@ATTRIBUTE features29 NUMERIC
@ATTRIBUTE features30 NUMERIC
@ATTRIBUTE features31 NUMERIC
@ATTRIBUTE features32 NUMERIC
@ATTRIBUTE features33 NUMERIC
@ATTRIBUTE features34 NUMERIC
@ATTRIBUTE features35 NUMERIC
@ATTRIBUTE features36 NUMERIC
@ATTRIBUTE features37 NUMERIC
@ATTRIBUTE features38 NUMERIC
@ATTRIBUTE features39 NUMERIC
@ATTRIBUTE features40 NUMERIC
@ATTRIBUTE features41 NUMERIC
@ATTRIBUTE features42 NUMERIC
@ATTRIBUTE features43 NUMERIC
@ATTRIBUTE features44 NUMERIC
@ATTRIBUTE features45 NUMERIC
@ATTRIBUTE features46 NUMERIC
@ATTRIBUTE features47 NUMERIC
@ATTRIBUTE features48 NUMERIC
@ATTRIBUTE features49 NUMERIC
@ATTRIBUTE features50 NUMERIC
@ATTRIBUTE features51 NUMERIC
@ATTRIBUTE features52 NUMERIC
@ATTRIBUTE features53 NUMERIC
@ATTRIBUTE features54 NUMERIC
@ATTRIBUTE features55 NUMERIC
@ATTRIBUTE features56 NUMERIC
@ATTRIBUTE features57 NUMERIC
@ATTRIBUTE features58 NUMERIC
@ATTRIBUTE features59 NUMERIC
@ATTRIBUTE features60 NUMERIC
@ATTRIBUTE features61 NUMERIC
@ATTRIBUTE features62 NUMERIC
@ATTRIBUTE features63 NUMERIC
@ATTRIBUTE features64 NUMERIC
@ATTRIBUTE features65 NUMERIC
@ATTRIBUTE features66 NUMERIC
@ATTRIBUTE features67 NUMERIC
@ATTRIBUTE features68 NUMERIC
@ATTRIBUTE features69 NUMERIC
@ATTRIBUTE features70 NUMERIC
@ATTRIBUTE features71 NUMERIC
@ATTRIBUTE features72 NUMERIC
@ATTRIBUTE features73 NUMERIC
@ATTRIBUTE features74 NUMERIC
@ATTRIBUTE features75 NUMERIC
@ATTRIBUTE features76 NUMERIC
@ATTRIBUTE features77 NUMERIC
@ATTRIBUTE features78 NUMERIC
@ATTRIBUTE features79 NUMERIC
@ATTRIBUTE features80 NUMERIC
@ATTRIBUTE features81 NUMERIC
@ATTRIBUTE features82 NUMERIC
@ATTRIBUTE features83 NUMERIC
@ATTRIBUTE features84 NUMERIC
@ATTRIBUTE features85 NUMERIC
@ATTRIBUTE features86 NUMERIC
@ATTRIBUTE features87 NUMERIC
@ATTRIBUTE features88 NUMERIC
@ATTRIBUTE features89 NUMERIC
@ATTRIBUTE features90 NUMERIC
@ATTRIBUTE features91 NUMERIC
@ATTRIBUTE features92 NUMERIC
@ATTRIBUTE features93 NUMERIC
@ATTRIBUTE features94 NUMERIC
@ATTRIBUTE features95 NUMERIC
@ATTRIBUTE features96 NUMERIC
@ATTRIBUTE features97 NUMERIC
@ATTRIBUTE features98 NUMERIC
@ATTRIBUTE features99 NUMERIC
@ATTRIBUTE features100 NUMERIC
@ATTRIBUTE features101 NUMERIC
@ATTRIBUTE features102 NUMERIC
@ATTRIBUTE features103 NUMERIC
@ATTRIBUTE features104 NUMERIC
@ATTRIBUTE features105 NUMERIC
@ATTRIBUTE features106 NUMERIC
@ATTRIBUTE features107 NUMERIC
@ATTRIBUTE features108 NUMERIC
@ATTRIBUTE features109 NUMERIC
@ATTRIBUTE features110 NUMERIC
@ATTRIBUTE features111 NUMERIC
@ATTRIBUTE features112 NUMERIC
@ATTRIBUTE features113 NUMERIC
@ATTRIBUTE features114 NUMERIC
@ATTRIBUTE features115 NUMERIC
@ATTRIBUTE features116 NUMERIC
@ATTRIBUTE features117 NUMERIC
@ATTRIBUTE features118 NUMERIC
@ATTRIBUTE features119 NUMERIC
@ATTRIBUTE features120 NUMERIC
@ATTRIBUTE features121 NUMERIC
@ATTRIBUTE features122 NUMERIC
@ATTRIBUTE features123 NUMERIC
@ATTRIBUTE features124 NUMERIC
@ATTRIBUTE features125 NUMERIC
@ATTRIBUTE features126 NUMERIC
@ATTRIBUTE features127 NUMERIC
@ATTRIBUTE features128 NUMERIC
@ATTRIBUTE features129 NUMERIC
@ATTRIBUTE features130 NUMERIC
@ATTRIBUTE features131 NUMERIC
@ATTRIBUTE features132 NUMERIC
@ATTRIBUTE features133 NUMERIC
@ATTRIBUTE features134 NUMERIC
@ATTRIBUTE features135 NUMERIC
@ATTRIBUTE features136 NUMERIC
@ATTRIBUTE class {NEGATIVE,POSITIVE}

@DATA
0.086887,0.014620,3.084428,0.180417,0.204186,0.699936,0.014736,0.130009,-26.960945,2.488811,0.040868,0.156058,-0.069955,0.149600,-0.442177,0.207235,-0.031542,0.037236,-0.308338,-0.005581,-0.021148,0.013141,0.006774,0.055070,0.023443,0.031035,0.016619,0.030261,0.002187,0.010420,0.013356,0.028534,0.005828,0.030873,-0.000066,-0.000021,-0.000007,-0.000024,0.000085,-0.000732,-0.000000,0.000019,-0.008234,0.001830,0.004780,-0.000325,-0.002880,-0.003732,-0.002227,-0.000591,-0.000456,0.000445,0.000897,0.002680,0.000742,-0.000007,0.000018,-0.000369,0.000052,0.000067,0.000030,0.000181,-0.000007,0.000014,-0.000014,0.000149,0.000014,-0.000076,0.052594,0.020816,0.222695,0.062558,0.049712,0.479455,0.009117,0.111625,2.446736,0.871635,0.822929,0.436562,0.405901,0.352723,0.378349,0.299516,0.316408,0.247129,0.267063,0.247453,0.253521,0.015110,0.008866,0.045931,0.031768,0.039206,0.023203,0.033173,0.003892,0.016135,0.020568,0.029090,0.008263,0.012624,0.053768,0.022665,0.309575,0.063451,0.047582,0.515056,0.010471,0.132229,2.064217,0.775351,0.532150,0.403244,0.431414,0.349516,0.399910,0.308025,0.306778,0.278944,0.283942,0.259224,0.255635,0.019863,0.011927,0.049710,0.031797,0.040490,0.030291,0.030298,0.004404,0.019937,0.023135,0.023610,0.011055,0.014145,NEGATIVE
0.147497,0.004035,2.884205,0.223547,0.201168,1.479034,0.006574,0.205083,-30.625120,0.864432,-1.606063,-0.395769,-0.500973,-0.162072,-0.103919,0.048144,-0.017341,-0.111181,-0.229221,0.010539,0.081272,0.015942,0.012143,0.012743,0.015768,0.009404,0.010847,0.011150,0.005505,0.006149,0.007078,0.019223,0.011862,0.010870,0.012453,-0.000015,-0.074155,0.008494,0.003466,0.103747,-0.000230,0.018417,-0.855177,-0.026428,0.215000,0.142708,-0.073326,-0.066010,0.030865,0.068211,0.027451,-0.038280,-0.016664,0.030140,-0.018602,0.003199,0.000659,0.000813,0.000074,0.001114,-0.000830,-0.002027,-0.001059,-0.001014,0.000400,-0.009070,0.001999,-0.001954,0.031019,0.005728,0.275720,0.034767,0.028189,0.269600,0.002945,0.055948,2.886749,0.453516,0.599829,0.353277,0.441523,0.310093,0.250885,0.288370,0.217567,0.183978,0.153026,0.172772,0.127419,0.015925,0.012631,0.010422,0.011004,0.004214,0.006262,0.008982,0.005059,0.004074,0.005611,0.015641,0.006184,0.005239,0.026104,0.004963,0.360994,0.029862,0.023666,0.238610,0.003136,0.043497,1.669236,0.555674,0.387616,0.352606,0.297873,0.323674,0.236044,0.318926,0.326493,0.239648,0.209531,0.249566,0.148921,0.020392,0.015408,0.010131,0.016001,0.007413,0.008604,0.011800,0.007195,0.007010,0.008347,0.014551,0.011391,0.005574,NEGATIVE
0.115926,0.025339,3.134690,0.190894,0.178015,1.140962,0.011404,0.182125,-25.596568,1.488760,-1.020039,-0.596646,-0.215985,-0.537564,-0.655126,-0.045663,-0.095479,-0.079844,-0.005937,-0.073506,0.179019,0.012860,0.006848,0.009116,0.008099,0.027680,0.016135,0.022591,0.000832,0.017977,0.005694,0.009696,0.033378,0.022540,-0.001690,-0.005387,0.003437,0.001001,0.002109,-0.009733,-0.001016,0.009000,0.059806,0.046002,0.140283,0.069069,-0.082763,0.041162,-0.057317,0.040359,-0.046681,-0.013208,0.012302,-0.021301,0.022120,-0.001730,-0.000141,-0.003211,0.000084,0.011051,-0.001238,0.000071,-0.000106,0.000205,0.000197,0.002430,0.001028,0.001986,0.049439,0.026862,0.122954,0.052095,0.026395,0.398352,0.005877,0.119175,2.053177,0.493432,0.699062,0.418768,0.536121,0.314267,0.392005,0.276756,0.324729,0.199148,0.207555,0.199386,0.181768,0.011998,0.008039,0.009502,0.010397,0.033422,0.014078,0.029184,0.001007,0.024222,0.005180,0.009395,0.031714,0.010618,0.045451,0.016172,0.204873,0.043391,0.022905,0.425062,0.008581,0.107636,1.509316,0.525710,0.449192,0.349378,0.424495,0.385457,0.327701,0.339753,0.329689,0.278973,0.225808,0.273580,0.229053,0.016516,0.011486,0.018270,0.010770,0.027714,0.021310,0.038323,0.001156,0.030799,0.006571,0.009114,0.039432,0.013306,NEGATIVE
0.159950,0.018318,3.040636,0.216049,0.176205,1.433965,0.007373,0.234781,-26.944502,0.642902,-1.357755,-0.404938,-0.869993,0.053915,-0.062166,0.020151,-0.199911,-0.258808,-0.045165,-0.054983,-0.058959,0.009319,0.009056,0.026175,0.019366,0.012008,0.011301,0.011434,0.003062,0.007759,0.005993,0.004641,0.006308,0.013410,0.006227,-0.003463,-0.018609,0.004762,0.002762,0.052030,-0.000006,0.002750,-0.546069,-0.056873,0.017426,0.030353,0.003507,0.008506,-0.011247,-0.026742,0.025165,-0.017359,0.002208,0.032180,-0.027494,0.000688,0.000418,-0.001563,-0.002946,-0.000157,0.000178,-0.000469,0.000060,0.000368,0.000051,0.000170,-0.000041,-0.001056,0.065703,0.025678,0.200489,0.061459,0.034221,0.501329,0.003797,0.093881,2.978531,0.635725,0.932756,0.254473,0.284598,0.257036,0.402189,0.315150,0.266796,0.223099,0.214656,0.209136,0.198560,0.009622,0.010462,0.021325,0.021114,0.015807,0.010074,0.008688,0.001868,0.008210,0.005872,0.004461,0.007718,0.007703,0.057556,0.018119,0.280514,0.049158,0.032661,0.459314,0.005063,0.076184,1.437153,0.582896,0.473871,0.332801,0.296274,0.297256,0.235679,0.302279,0.249606,0.178834,0.213283,0.252734,0.215927,0.009825,0.011208,0.022898,0.025155,0.018392,0.015606,0.010641,0.002088,0.009152,0.008008,0.005801,0.007743,0.009046,NEGATIVE
0.101658,0.009867,3.003183,0.179205,0.164169,0.987882,0.010422,0.167000,-26.434872,1.291602,-1.193477,-0.406503,-0.923451,-0.120641,-0.290585,-0.120864,-0.273167,0.053715,-0.173395,0.037939,-0.115946,0.020442,0.027377,0.006284,0.010434,0.018432,0.036774,0.025984,0.005198,0.012838,0.003270,0.005105,0.009877,0.022310,-0.000469,0.000001,0.057867,-0.000474,-0.001335,-0.004377,0.000166,0.000500,-0.009876,-0.025917,-0.026253,-0.026409,-0.017262,0.011411,0.004362,-0.007215,-0.010873,-0.001581,0.007571,-0.006815,-0.005660,-0.000239,-0.000177,0.000025,0.000450,-0.000245,0.000693,-0.000304,-0.000040,0.000140,-0.000219,-0.000280,-0.000323,0.000172,0.021954,0.014504,0.362714,0.024789,0.030799,0.226239,0.005086,0.044777,1.949412,0.521398,1.091573,0.458625,0.486988,0.401348,0.506907,0.271492,0.221715,0.235346,0.303986,0.223520,0.208729,0.025818,0.029872,0.006932,0.016723,0.030852,0.031839,0.032041,0.008235,0.020218,0.002417,0.005513,0.014313,0.010742,0.027234,0.014236,0.340679,0.033734,0.035157,0.237194,0.006035,0.069142,1.798211,0.480799,0.697095,0.396311,0.480442,0.385330,0.418490,0.274707,0.272815,0.284539,0.237875,0.230998,0.220662,0.030389,0.028502,0.006347,0.023208,0.041410,0.033966,0.043441,0.007049,0.025256,0.003022,0.007037,0.018836,0.010767,NEGATIVE
0.167224,0.002731,3.068381,0.256310,0.221208,1.583024,0.005810,0.288917,-32.423525,0.944402,-0.800441,-0.345167,-0.535499,-0.139193,-0.304739,-0.143747,-0.149237,-0.061108,-0.139655,0.046613,-0.018508,0.014306,0.007874,0.017325,0.020091,0.017631,0.023008,0.010744,0.005046,0.008727,0.008598,0.007867,0.012925,0.014781,0.000649,-0.000000,0.000455,0.000834,0.000691,0.004299,0.000019,0.000894,-0.026697,0.004478,0.008976,0.001092,0.005381,-0.008669,-0.005424,-0.004062,0.003084,0.003444,-0.003884,-0.000361,0.001517,0.000424,-0.000030,-0.000138,0.000209,-0.000106,-0.000391,0.000034,-0.000082,-0.000008,0.000154,0.000078,0.000206,0.000001,0.045943,0.005846,0.279368,0.045830,0.029694,0.431242,0.003275,0.098712,2.639928,0.617127,0.768736,0.366110,0.311336,0.342165,0.259241,0.222589,0.232595,0.204152,0.212755,0.179611,0.182430,0.011191,0.006487,0.015652,0.020840,0.020041,0.023636,0.008966,0.005571,0.008997,0.007961,0.006291,0.009075,0.008621,0.040248,0.005622,0.389323,0.041376,0.025486,0.409777,0.003871,0.105122,1.557820,0.558480,0.597880,0.363929,0.329299,0.321320,0.267991,0.224724,0.244252,0.214456,0.222338,0.241082,0.231817,0.015534,0.008880,0.018006,0.025782,0.021602,0.022940,0.011151,0.007275,0.012400,0.009630,0.007928,0.011790,0.007772,NEGATIVE
0.179756,0.009589,3.047683,0.241865,0.188333,1.593552,0.007645,0.298083,-28.697831,0.857215,-1.480287,-0.515680,-0.562587,-0.160559,-0.135301,0.010744,-0.205991,-0.059657,-0.113557,-0.027073,-0.010334,0.017675,0.008788,0.015512,0.016030,0.009997,0.016829,0.012769,0.012011,0.007746,0.004811,0.008405,0.010570,0.013647,0.004141,-0.001544,-0.029022,0.003785,0.002372,0.036185,-0.000246,0.007521,-0.370733,-0.007462,0.058961,-0.013975,-0.007142,0.001969,-0.017452,-0.001254,0.019659,0.001252,-0.017089,0.009933,-0.006736,0.000181,0.000144,0.000027,0.000224,0.000024,-0.000707,-0.000181,-0.000126,-0.000452,0.000132,0.000019,-0.000232,-0.000306,0.099392,0.011018,0.255066,0.091886,0.045019,0.626014,0.003948,0.164664,2.959131,0.804794,0.759245,0.316930,0.413922,0.318244,0.331082,0.229365,0.255862,0.220440,0.244366,0.216421,0.159940,0.023206,0.010322,0.017825,0.016980,0.010177,0.017664,0.010651,0.020230,0.006447,0.004681,0.009104,0.007322,0.008958,0.083100,0.012518,0.367735,0.074106,0.034939,0.569513,0.004427,0.147979,1.537801,0.713846,0.554434,0.366009,0.416326,0.323844,0.374744,0.282257,0.264870,0.258544,0.195224,0.224585,0.168481,0.028502,0.012065,0.017844,0.023895,0.012730,0.023777,0.014656,0.017936,0.007309,0.005730,0.012109,0.008048,0.010238,NEGATIVE
0.166794,0.010371,3.055621,0.234130,0.185635,1.590507,0.006966,0.265732,-27.850975,0.559710,-1.016121,-0.442049,-0.719038,-0.116484,-0.109290,-0.174921,0.008129,-0.068749,-0.047659,-0.043693,-0.004626,0.020009,0.014405,0.008166,0.013874,0.008768,0.007679,0.012225,0.006073,0.010434,0.006955,0.009687,0.012228,0.013812,0.000294,-0.000000,-0.004012,0.000037,-0.000125,-0.000179,0.000039,-0.000226,0.012093,-0.004413,-0.006792,0.000975,-0.003093,0.003483,0.003536,-0.004723,0.001198,0.003476,0.002826,0.001691,0.002667,-0.000137,-0.000070,-0.000268,-0.000094,-0.000048,-0.000209,0.000026,0.000329,0.000129,0.000093,-0.000148,-0.000072,0.000006,0.052963,0.013486,0.266847,0.051114,0.033889,0.352712,0.003373,0.095777,2.475707,0.625417,0.866626,0.370006,0.521306,0.334689,0.312025,0.296048,0.286471,0.209174,0.234012,0.198476,0.177981,0.018328,0.017323,0.007635,0.013773,0.008945,0.009017,0.014163,0.005554,0.010761,0.008066,0.010284,0.014408,0.007321,0.050819,0.012164,0.382376,0.046348,0.033216,0.337811,0.003921,0.091049,1.771664,0.586459,0.608681,0.347967,0.425282,0.309527,0.323142,0.293044,0.273739,0.231160,0.237402,0.240505,0.200285,0.021449,0.020192,0.009069,0.014060,0.011644,0.011005,0.013051,0.005583,0.014353,0.009218,0.012529,0.015852,0.008497,NEGATIVE
0.172348,0.003844,3.125473,0.254957,0.209861,1.630368,0.006918,0.295687,-30.742440,0.809429,-0.836350,-0.350114,-0.552998,-0.132180,-0.353669,-0.228435,-0.032541,-0.051174,-0.083074,-0.039232,0.027995,0.018731,0.009227,0.006625,0.012300,0.012934,0.019393,0.016867,0.006308,0.012458,0.007214,0.008900,0.019143,0.015248,-0.001463,-0.000000,0.001884,0.000679,0.000161,0.010493,0.000004,0.005812,-0.031048,0.006539,-0.015543,-0.009445,0.035550,0.035133,-0.004830,-0.039131,0.047678,-0.007378,-0.055593,-0.027804,-0.026561,0.003264,0.000162,-0.000401,0.000888,-0.001445,0.001826,0.000146,-0.000947,-0.000034,-0.000990,0.000043,-0.001418,-0.000099,0.054818,0.005964,0.182523,0.050412,0.030918,0.367151,0.004723,0.094647,2.320564,0.550877,0.572331,0.325603,0.357675,0.291675,0.254966,0.226245,0.256946,0.202393,0.198805,0.164242,0.183313,0.016362,0.008947,0.004982,0.012056,0.013679,0.019274,0.018093,0.006497,0.015056,0.005867,0.006330,0.014352,0.007540,0.045806,0.004974,0.232802,0.037524,0.024185,0.356431,0.005887,0.086091,1.360285,0.466470,0.475303,0.338857,0.324674,0.250928,0.261327,0.243889,0.267246,0.220678,0.253111,0.169283,0.176160,0.021405,0.010488,0.006673,0.014027,0.015205,0.021894,0.020965,0.007521,0.018268,0.007597,0.008570,0.018433,0.009190,NEGATIVE
0.176022,0.006417,3.051160,0.253735,0.214367,1.627355,0.006305,0.304604,-29.713968,1.091769,-1.108654,-0.345816,-0.543885,-0.202443,-0.169842,0.003993,-0.093638,-0.065077,-0.116288,0.016637,-0.027201,0.013364,0.008030,0.014590,0.018539,0.017473,0.011007,0.010100,0.008655,0.006209,0.007590,0.012317,0.019456,0.013193,-0.000511,0.000000,-0.003242,-0.000994,-0.000366,-0.007287,0.000014,-0.003250,0.019231,0.016886,0.011140,0.003086,0.009094,-0.001285,-0.000015,-0.003381,-0.015272,-0.000809,0.005183,-0.004331,0.001171,-0.000315,-0.000410,-0.000145,0.000913,0.000342,-0.000374,0.000646,0.000099,-0.000042,0.000387,0.000058,0.000315,0.000140,0.059783,0.009597,0.257455,0.053424,0.029349,0.368128,0.003413,0.117686,2.168393,0.469890,0.549934,0.322630,0.417218,0.329725,0.307833,0.229482,0.282229,0.210407,0.219392,0.196451,0.172052,0.011289,0.008033,0.015962,0.016133,0.015922,0.010418,0.007909,0.009447,0.005210,0.006074,0.011285,0.014541,0.006554,0.054209,0.011154,0.384422,0.045841,0.026413,0.364150,0.004131,0.117558,1.508052,0.577372,0.435878,0.336377,0.390022,0.322993,0.316299,0.295153,0.280544,0.258435,0.260516,0.243189,0.186600,0.015483,0.009269,0.018250,0.020951,0.016715,0.014160,0.010400,0.010512,0.006503,0.008592,0.013969,0.018144,0.007661,NEGATIVE
0.173943,0.005569,3.063426,0.261966,0.227133,1.673774,0.004856,0.303397,-29.652856,1.107825,-1.013314,-0.196861,-0.491797,-0.310521,-0.243261,-0.055742,-0.021093,-0.037372,-0.098111,-0.009858,0.070866,0.013330,0.008141,0.013695,0.024886,0.010687,0.010118,0.008086,0.004636,0.007067,0.013634,0.012960,0.019404,0.012967,0.000255,-0.000000,-0.003637,0.000081,0.000102,0.001912,0.000018,0.000560,-0.003038,0.000654,0.004276,0.001904,-0.001483,-0.004999,-0.005041,-0.004438,0.000215,-0.004403,-0.001889,0.000492,-0.005756,0.000081,-0.000021,0.000084,0.000054,-0.000147,-0.000047,-0.000032,0.000000,0.000078,0.000162,-0.000067,-0.000107,-0.000010,0.066020,0.009146,0.320830,0.063859,0.034424,0.498298,0.002975,0.142998,2.834063,0.618081,0.371599,0.319731,0.418714,0.256762,0.274102,0.204781,0.205844,0.179178,0.183198,0.206500,0.204708,0.008971,0.009651,0.011421,0.032563,0.008614,0.007919,0.004846,0.004098,0.004580,0.011614,0.013267,0.016777,0.009969,0.055698,0.008449,0.445382,0.054712,0.028647,0.438698,0.003304,0.134479,1.587557,0.566159,0.347231,0.317092,0.345010,0.257960,0.274961,0.266216,0.244274,0.188441,0.254343,0.221289,0.244303,0.012529,0.012053,0.013913,0.019373,0.010378,0.010060,0.005406,0.004915,0.006615,0.016275,0.016144,0.016549,0.007258,NEGATIVE
0.150410,0.017280,3.061759,0.228360,0.199845,1.446540,0.007928,0.243560,-28.697911,1.045624,-1.421565,-0.453914,-0.503635,-0.063348,-0.090531,-0.100735,-0.156530,-0.077380,-0.168241,0.000297,0.027732,0.008926,0.007003,0.013479,0.018380,0.007797,0.022350,0.015006,0.006128,0.008932,0.006096,0.010549,0.017234,0.015052,0.003734,0.000001,-0.000524,0.002960,0.000037,0.017251,0.000132,0.007125,0.071120,-0.008630,0.010812,-0.016290,-0.007758,0.006567,-0.002088,-0.002333,0.005298,-0.007396,-0.002390,-0.002387,-0.012061,-0.000084,-0.000097,-0.000096,-0.000018,-0.000116,-0.000182,-0.000121,-0.000165,-0.000088,-0.000151,-0.000017,-0.000076,-0.000035,0.053784,0.019453,0.268748,0.047275,0.027100,0.366026,0.004163,0.102687,3.252229,0.553939,0.587009,0.328537,0.574572,0.319792,0.325856,0.267964,0.288474,0.253022,0.240853,0.190266,0.204485,0.007243,0.006278,0.013133,0.021136,0.005646,0.024688,0.013991,0.008169,0.010290,0.004858,0.016246,0.013737,0.008156,0.060280,0.016530,0.369989,0.052414,0.033510,0.413845,0.004484,0.127703,1.966366,0.637890,0.428641,0.333339,0.423818,0.261686,0.348580,0.291614,0.283488,0.209096,0.224425,0.243669,0.260233,0.010012,0.007667,0.016477,0.024191,0.007876,0.033047,0.016344,0.009812,0.012240,0.006064,0.019319,0.016860,0.012042,NEGATIVE
0.169690,0.006508,3.074466,0.240925,0.196984,1.584510,0.007148,0.274297,-29.352861,0.759387,-1.098988,-0.445915,-0.831754,0.011389,-0.222003,-0.125514,-0.090868,-0.096936,-0.056470,-0.033998,-0.003415,0.016190,0.011757,0.010690,0.013499,0.012489,0.016558,0.011816,0.004750,0.009584,0.006800,0.008184,0.016114,0.013228,0.000034,-0.000000,-0.000232,0.000159,0.000175,0.000001,0.000000,0.000078,-0.006002,-0.000393,-0.004654,-0.002546,0.001270,-0.002304,0.000358,0.002473,0.002165,-0.002164,-0.003671,0.003148,0.000384,0.000079,0.000052,0.000017,0.000001,0.000281,0.000086,0.000019,-0.000150,-0.000353,-0.000041,-0.000018,0.000223,-0.000037,0.058477,0.008304,0.278555,0.057135,0.036091,0.392941,0.003432,0.111389,2.669364,0.576787,0.608395,0.400281,0.468910,0.341932,0.322815,0.254141,0.242621,0.214132,0.204828,0.211341,0.196416,0.015894,0.012610,0.011209,0.014500,0.011575,0.018141,0.011535,0.004565,0.010752,0.005894,0.008343,0.014691,0.006800,0.056781,0.007831,0.381894,0.051808,0.032262,0.399901,0.003948,0.112072,1.655368,0.588372,0.496415,0.400254,0.442692,0.317085,0.326182,0.278768,0.268378,0.249057,0.244924,0.240267,0.229639,0.019936,0.016154,0.012905,0.017363,0.014226,0.022545,0.014497,0.005945,0.013648,0.007501,0.010075,0.018133,0.008320,NEGATIVE
0.170277,0.005124,3.010570,0.226618,0.175801,1.556623,0.008153,0.273955,-28.581559,0.612572,-1.179435,-0.167971,-0.879375,-0.124857,-0.167852,-0.106769,-0.098800,-0.149961,-0.029861,-0.109933,-0.023409,0.012114,0.010985,0.011711,0.016551,0.009239,0.013883,0.013397,0.009991,0.006992,0.008371,0.009730,0.012331,0.013774,0.001352,-0.000160,-0.002703,0.000408,0.000531,-0.002005,-0.000002,-0.000337,0.016049,-0.008902,-0.009313,-0.010024,0.008613,0.018118,0.011727,0.015183,-0.009974,0.001559,-0.001407,-0.001500,-0.000881,-0.000018,0.000103,-0.000146,0.000073,0.000380,-0.000689,0.000487,0.001319,-0.000268,-0.000017,0.000016,-0.000238,0.000126,0.057050,0.007770,0.292173,0.055392,0.039341,0.435580,0.004555,0.105562,3.341215,0.628294,0.902519,0.358195,0.468232,0.309087,0.337035,0.283890,0.367706,0.282267,0.179142,0.214189,0.248699,0.011535,0.011707,0.012673,0.025109,0.008895,0.016990,0.013657,0.014372,0.006780,0.007258,0.009836,0.013512,0.008232,0.061349,0.008723,0.473637,0.048848,0.034595,0.470625,0.005117,0.085619,2.252732,0.645648,0.707640,0.416307,0.387103,0.303859,0.367234,0.351839,0.361520,0.286061,0.195556,0.285541,0.248644,0.014195,0.015202,0.014612,0.029903,0.010166,0.015380,0.014332,0.012315,0.009351,0.009497,0.011923,0.014040,0.010308,NEGATIVE
0.206240,0.003181,3.095617,0.287663,0.226461,1.930435,0.004034,0.349875,-31.265407,0.287081,-1.167406,-0.256715,-0.368920,0.034709,-0.187432,-0.117858,0.020419,0.014784,-0.000561,-0.014310,0.026499,0.013243,0.007372,0.009258,0.014015,0.008985,0.007090,0.008815,0.007499,0.008078,0.008407,0.011241,0.019018,0.009365,-0.000152,-0.000000,-0.003312,-0.000324,0.000039,-0.005051,0.000006,-0.001089,0.004600,0.009160,-0.000671,-0.003124,-0.006573,-0.009195,0.010221,0.009291,0.008258,0.010653,-0.001367,0.008073,0.008095,-0.000585,-0.000005,0.000205,-0.000435,-0.000222,0.000170,0.000009,-0.000199,0.000091,0.000307,0.000047,0.001065,0.000056,0.047934,0.006105,0.292589,0.039659,0.025230,0.323708,0.001909,0.087733,2.324677,0.633335,0.341816,0.309264,0.328797,0.282225,0.201352,0.227741,0.172119,0.174398,0.190376,0.167868,0.152513,0.009747,0.007340,0.006264,0.012579,0.005425,0.004610,0.006639,0.007066,0.008585,0.005858,0.010270,0.012163,0.005605,0.033238,0.005218,0.406925,0.025996,0.018567,0.287880,0.001801,0.071776,1.509890,0.489888,0.334710,0.316146,0.286652,0.269557,0.217736,0.248833,0.196861,0.235287,0.205081,0.209073,0.208375,0.012679,0.008286,0.008413,0.015089,0.006697,0.006221,0.008866,0.009407,0.011243,0.007049,0.012815,0.014699,0.007150,NEGATIVE
